Kirja;Laji;Nimeke;Tekijä;ISBN;Vuosi;Kvartaali;Lainauskerrat
lastenkirjat;lainaus+uusinnat;Tatu ja Patu etsivinä : tapaus Puolittaja ;Havukainen, Aino, kirjoittaja, taiteilija. ;9789510000000;2016;3;1929
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja pullistelija ;Nopola, Sinikka, kirjoittaja. ;9789510000000;2016;3;1912
lastenkirjat;lainaus+uusinnat;Tatu ja Patu, syömään! : käsikirja kaikille niille, jotka ovat joskus syöneet, syövät juuri nyt tai suunnittelevat syövänsä ;Havukainen, Aino, kirjoittaja ;9789510000000;2016;3;1761
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 2 : Isoveli isottelee : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1588
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 3 : Viimeinen oljenkorsi : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1565
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1557
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. [4] : Kovan onnen kesä : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1546
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. [7] : Kolmas pyörä ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1514
lastenkirjat;lainaus+uusinnat;Siiri tekee maalin ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1499
lastenkirjat;lainaus+uusinnat;Mikko Mallikas ja syntymäpäiväkutsut ;Bergström, Gunilla ;9789510000000;2016;3;1488
lastenkirjat;lainaus+uusinnat;Siiri ja kauhea kummitus ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1477
lastenkirjat;lainaus+uusinnat;Veera ja maatalon eläimet ;Havukainen, Aino ;9511174487;2016;3;1466
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 5 : Karu totuus : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1438
lastenkirjat;lainaus+uusinnat;RR kuin Risto Räppääjä ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;1423
lastenkirjat;lainaus+uusinnat;Harry Potter ja viisasten kivi ;Rowling, J. K., kirjoittaja ;9513111466;2016;3;1404
lastenkirjat;lainaus+uusinnat;Veera ja menopelit ;Havukainen, Aino ;9511165623;2016;3;1403
lastenkirjat;lainaus+uusinnat;Polkupyörän arvoitus ;Widmark, Martin, kirjoittaja. ;9789510000000;2016;3;1390
lastenkirjat;lainaus+uusinnat;Siiri löytää simpukan ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1389
lastenkirjat;lainaus+uusinnat;Veera lääkärissä ;Havukainen, Aino ;9511160184;2016;3;1375
lastenkirjat;lainaus+uusinnat;Palokunnan arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;1371
lastenkirjat;lainaus+uusinnat;Mikko Mallikas on kuningas ;Bergström, Gunilla ;9789510000000;2016;3;1367
lastenkirjat;lainaus+uusinnat;Ella ja kaverit rakentavat ihmekoneen ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;1338
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 9, Reissussa rähjääntyy ;Kinney, Jeff, kirjoittaja. ;9789510000000;2016;3;1320
lastenkirjat;lainaus+uusinnat;Risto Räppääjä : erittäin salainen - top secret ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;1313
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 8 : Kohtalo kolhii ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1310
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 6 : Lunta tupaan ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;1303
lastenkirjat;lainaus+uusinnat;Siiri ja kadonnut tähti ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1303
lastenkirjat;lainaus+uusinnat;Maisa opettelee uimaan ;Cousins, Lucy ;9789510000000;2016;3;1292
lastenkirjat;lainaus+uusinnat;Tatu ja Patu pihalla : käsikirja kaikille niille, joilla ei ole mitään tekemistä ja niille, jotka ovat jo unohtaneet leikkimisen jalon taidon ;Havukainen, Aino ;9789510000000;2016;3;1280
lastenkirjat;lainaus+uusinnat;Veeran keittiöpuuhat ;Havukainen, Aino ;9511182218;2016;3;1272
lastenkirjat;lainaus+uusinnat;Barbapapan teatteri ;Tison, Annette ;9789510000000;2016;3;1257
lastenkirjat;lainaus+uusinnat;Siiri ja villi taapero ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1254
lastenkirjat;lainaus+uusinnat;Mikko Mallikas menee kouluun ;Bergström, Gunilla ;9513108937;2016;3;1248
lastenkirjat;lainaus+uusinnat;Kesä Koiramäessä ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;3;1238
lastenkirjat;lainaus+uusinnat;Maisa menee elokuviin ;Cousins, Lucy ;9789510000000;2016;3;1212
lastenkirjat;lainaus+uusinnat;Siiri ja hurja Hunskeli ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;1207
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 10, Paluu kivikaudelle ;Kinney, Jeff, kirjoittaja. ;9789510000000;2016;3;1207
lastenkirjat;lainaus+uusinnat;Uimahallin arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;1189
lastenkirjat;lainaus+uusinnat;Syntymäpäivän arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;1148
lastenkirjat;lainaus+uusinnat;Paten kalastuskirja ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;1143
lastenkirjat;lainaus+uusinnat;Paten jalkapallokirja ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;1096
lastenkirjat;lainaus+uusinnat;Kapteeni Kalsari ja Pöhöpönttö 2000:n korskea kosto ;Pilkey, Dav, kirjoittaja, kuvittaja. ;9789510000000;2016;3;1095
lastenkirjat;lainaus+uusinnat;Veera Virtanen ja esikoulu ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;1093
lastenkirjat;lainaus+uusinnat;Vilma Virtanen ja uimataito ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;1078
lastenkirjat;lainaus+uusinnat;Mikko Mallikas panee töpinäksi ;Bergström, Gunilla ;9513108945;2016;3;1074
lastenkirjat;lainaus+uusinnat;Kummallisuuksien käsikirja ;Kunnas, Mauri ;9789510000000;2016;3;1074
lastenkirjat;lainaus+uusinnat;Mikko Mallikkaan parhaat tarinat ;Bergström, Gunilla ;9789510000000;2016;3;1043
lastenkirjat;lainaus+uusinnat;Missä Puppe piileksii? ;Hill, Eric ;9789510000000;2016;3;1041
lastenkirjat;lainaus+uusinnat;Barbapapan muodot ;Tison, Annette ;9789510000000;2016;3;1034
lastenkirjat;lainaus+uusinnat;Perttu Virtanen ja varkaus ;Kanto, Anneli, kirjoittaja. ;9789510000000;2016;3;1026
lastenkirjat;lainaus+uusinnat;Puppe osaa laskea ;Hill, Eric ;9511162772;2016;3;1025
lastenkirjat;lainaus+uusinnat;Mimmi Lehmä uimahallissa ;Wieslander, Jujja, kirjoittaja ;9789520000000;2016;3;1025
lastenkirjat;lainaus+uusinnat;Kapteeni Kalsari ja Hippi Helihousun hirvittävä paluu ;Pilkey, Dav, kirjoittaja ;9789510000000;2016;3;1017
lastenkirjat;lainaus+uusinnat;Aarresaari : kunnasmainen tulkinta Robert Louis Stevensonin klassikosta ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;3;1001
lastenkirjat;lainaus+uusinnat;Ella ja kaverit salaisessa palveluksessa ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;994
lastenkirjat;lainaus+uusinnat;Siiri ja sotkuinen Kerttu ;Nopola, Tiina, kirjoittaja ;9513131149;2016;3;989
lastenkirjat;lainaus+uusinnat;Mikko Mallikas ja Mulperi ;Bergström, Gunilla ;9513127478;2016;3;987
lastenkirjat;lainaus+uusinnat;Mikko Mallikas on oikukas ;Bergström, Gunilla ;9513110109;2016;3;984
lastenkirjat;lainaus+uusinnat;Maisa leikkii ja liikkuu ;Cousins, Lucy, kirjoittaja, taiteilija. ;9789510000000;2016;3;983
lastenkirjat;lainaus+uusinnat;Paten aikakirjat ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;975
lastenkirjat;lainaus+uusinnat;Lisää vauhtia, Mimmi Lehmä! ;Wieslander, Jujja, kirjoittaja. ;9789520000000;2016;3;973
lastenkirjat;lainaus+uusinnat;Viiru muuttaa ;Nordqvist, Sven ;9789510000000;2016;3;951
lastenkirjat;lainaus+uusinnat;Paavo Virtanen ja tyttöjen tavarat ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;947
lastenkirjat;lainaus+uusinnat;Hui kauhistus! ;Kunnas, Mauri, taiteilija, kirjoittaja ;9511085786;2016;3;940
lastenkirjat;lainaus+uusinnat;Teemu kylpee ;Wolde, Gunilla ;9513090663;2016;3;939
lastenkirjat;lainaus+uusinnat;Mikko Mallikas tulee iloiseksi ;Bergström, Gunilla ;9513103951;2016;3;938
lastenkirjat;lainaus+uusinnat;Siiri ja kolme Ottoa ;Nopola, Tiina, kirjoittaja ;9513118746;2016;3;937
lastenkirjat;lainaus+uusinnat;Herra Hakkarainen harrastaa ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;3;936
lastenkirjat;lainaus+uusinnat;Viiru puijaa Pesosta ;Nordqvist, Sven ;9513103404;2016;3;935
lastenkirjat;lainaus+uusinnat;Kapteeni Kalsari ja radioaktiivisten robobokserien karmaiseva kosto ;Pilkey, Dav, kirjoittaja ;9789510000000;2016;3;935
lastenkirjat;lainaus+uusinnat;Heinähattu, Vilttitossu ja Kalju-Koponen ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;934
lastenkirjat;lainaus+uusinnat;Harry Potter ja salaisuuksien kammio ;Rowling, J. K., kirjoittaja ;9513114724;2016;3;933
lastenkirjat;lainaus+uusinnat;Perttu Virtanen ja kauhea kateus ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;922
lastenkirjat;lainaus+uusinnat;Peppi käy kaupoissa ;Lindgren, Astrid, kirjoittaja ;9789510000000;2016;3;905
lastenkirjat;lainaus+uusinnat;Ella ja kaverit menevät metsään ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;902
lastenkirjat;ensilainaus;Tatu ja Patu työn touhussa ;Havukainen, Aino ;9511213148;2016;3;1352
lastenkirjat;ensilainaus;Tatun ja Patun avaruusseikkailu ;Havukainen, Aino ;9789510000000;2016;3;1342
lastenkirjat;ensilainaus;Tatu ja Patu päiväkodissa ;Havukainen, Aino ;9511196588;2016;3;1281
lastenkirjat;ensilainaus;Tatun ja Patun kummat keksinnöt kautta aikojen ;Havukainen, Aino ;9789510000000;2016;3;1269
lastenkirjat;ensilainaus;Tatu ja Patu supersankareina ;Havukainen, Aino ;9789510000000;2016;3;1245
lastenkirjat;ensilainaus;Tatun ja Patun oudot kojeet ;Havukainen, Aino ;9511200844;2016;3;1172
lastenkirjat;ensilainaus;Tatun ja Patun outo unikirja ;Havukainen, Aino ;9789510000000;2016;3;1142
lastenkirjat;ensilainaus;Risto Räppääjä ja pullistelija ;Nopola, Sinikka, kirjoittaja. ;9789510000000;2016;3;1140
lastenkirjat;ensilainaus;Tatu ja Patu etsivinä : tapaus Puolittaja ;Havukainen, Aino, kirjoittaja, taiteilija. ;9789510000000;2016;3;1130
lastenkirjat;ensilainaus;Tatun ja Patun Suomi ;Havukainen, Aino ;9789510000000;2016;3;1128
lastenkirjat;ensilainaus;Risto Räppääjä ja kuuluisa Kamilla ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;1075
lastenkirjat;ensilainaus;Risto Räppääjä ja sitkeä finni ;Nopola, Sinikka, kirjoittaja ;9513127729;2016;3;1005
lastenkirjat;ensilainaus;Risto Räppääjä ja yöhaukka ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;1001
lastenkirjat;ensilainaus;Tatun ja Patun oudot aakkoset ;Havukainen, Aino ;9789510000000;2016;3;988
lastenkirjat;ensilainaus;Risto Räppääjä ja Hilpuri Tilli ;Nopola, Sinikka, kirjoittaja ;9513131165;2016;3;971
lastenkirjat;ensilainaus;Risto Räppääjä saa isän ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;962
lastenkirjat;ensilainaus;Risto Räppääjä ja Sevillan saituri ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;938
lastenkirjat;ensilainaus;Risto Räppääjä ja nukkavieru Nelli ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;934
lastenkirjat;ensilainaus;Risto Räppääjä ja kaksoisolento ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;925
lastenkirjat;ensilainaus;Risto Räppääjä ja viimeinen tötterö ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;924
lastenkirjat;ensilainaus;Risto Räppääjä ja Nuudelipää ;Nopola, Sinikka, kirjoittaja ;9513114783;2016;3;907
lastenkirjat;ensilainaus;Risto Räppääjä ja komea Kullervo ;Nopola, Sinikka, kirjoittaja ;9513125505;2016;3;900
lastenkirjat;ensilainaus;Risto Räppääjä ja kauhea makkara ;Nopola, Sinikka, kirjoittaja ;9513111458;2016;3;900
lastenkirjat;ensilainaus;Risto Räppääjä ja villi kone ;Nopola, Sinikka, kirjoittaja ;9513137325;2016;3;894
lastenkirjat;ensilainaus;Neropatin päiväkirja. 10, Paluu kivikaudelle ;Kinney, Jeff, kirjoittaja. ;9789510000000;2016;3;828
lastenkirjat;ensilainaus;Risto Räppääjä ja pakastaja-Elvi ;Nopola, Sinikka, kirjoittaja ;9513120503;2016;3;824
lastenkirjat;ensilainaus;Hetki lyö, Risto Räppääjä ;Nopola, Sinikka, kirjoittaja ;951310995X;2016;3;810
lastenkirjat;ensilainaus;Neropatin päiväkirja. 2 : Isoveli isottelee : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;807
lastenkirjat;ensilainaus;Tatu ja Patu Helsingissä ;Havukainen, Aino ;9789510000000;2016;3;800
lastenkirjat;ensilainaus;Neropatin päiväkirja : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;795
lastenkirjat;ensilainaus;Neropatin päiväkirja. 3 : Viimeinen oljenkorsi : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;778
lastenkirjat;ensilainaus;Neropatin päiväkirja. [7] : Kolmas pyörä ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;768
lastenkirjat;ensilainaus;Neropatin päiväkirja. 5 : Karu totuus : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;726
lastenkirjat;ensilainaus;Neropatin päiväkirja. [4] : Kovan onnen kesä : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;710
lastenkirjat;ensilainaus;Neropatin päiväkirja. 9, Reissussa rähjääntyy ;Kinney, Jeff, kirjoittaja. ;9789510000000;2016;3;695
lastenkirjat;ensilainaus;Ella ja kaverit rakentavat ihmekoneen ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;693
lastenkirjat;ensilainaus;Neropatin päiväkirja. 6 : Lunta tupaan ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;691
lastenkirjat;ensilainaus;Polkupyörän arvoitus ;Widmark, Martin, kirjoittaja. ;9789510000000;2016;3;688
lastenkirjat;ensilainaus;Tatu ja Patu, syömään! : käsikirja kaikille niille, jotka ovat joskus syöneet, syövät juuri nyt tai suunnittelevat syövänsä ;Havukainen, Aino, kirjoittaja ;9789510000000;2016;3;682
lastenkirjat;ensilainaus;Palokunnan arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;675
lastenkirjat;ensilainaus;Neropatin päiväkirja. 8 : Kohtalo kolhii ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;3;668
lastenkirjat;ensilainaus;RR kuin Risto Räppääjä ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;635
lastenkirjat;ensilainaus;Mikko Mallikas ja syntymäpäiväkutsut ;Bergström, Gunilla ;9789510000000;2016;3;620
lastenkirjat;ensilainaus;Mikko Mallikas on kuningas ;Bergström, Gunilla ;9789510000000;2016;3;613
lastenkirjat;ensilainaus;Uimahallin arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;612
lastenkirjat;ensilainaus;Siiri ja kauhea kummitus ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;603
lastenkirjat;ensilainaus;Siiri tekee maalin ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;591
lastenkirjat;ensilainaus;Syntymäpäivän arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;3;563
lastenkirjat;ensilainaus;Siiri löytää simpukan ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;554
lastenkirjat;ensilainaus;Lisää vauhtia, Mimmi Lehmä! ;Wieslander, Jujja, kirjoittaja. ;9789520000000;2016;3;553
lastenkirjat;ensilainaus;Kapteeni Kalsari ja Pöhöpönttö 2000:n korskea kosto ;Pilkey, Dav, kirjoittaja, kuvittaja. ;9789510000000;2016;3;549
lastenkirjat;ensilainaus;Veera ja menopelit ;Havukainen, Aino ;9511165623;2016;3;545
lastenkirjat;ensilainaus;Veera ja maatalon eläimet ;Havukainen, Aino ;9511174487;2016;3;539
lastenkirjat;ensilainaus;Harry Potter ja viisasten kivi ;Rowling, J. K., kirjoittaja ;9513111466;2016;3;539
lastenkirjat;ensilainaus;Veera Virtanen ja esikoulu ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;535
lastenkirjat;ensilainaus;Barbapapan teatteri ;Tison, Annette ;9789510000000;2016;3;534
lastenkirjat;ensilainaus;Risto Räppääjä : erittäin salainen - top secret ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;3;530
lastenkirjat;ensilainaus;Siiri ja villi taapero ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;524
lastenkirjat;ensilainaus;Siiri ja kadonnut tähti ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;514
lastenkirjat;ensilainaus;Tatu ja Patu pihalla : käsikirja kaikille niille, joilla ei ole mitään tekemistä ja niille, jotka ovat jo unohtaneet leikkimisen jalon taidon ;Havukainen, Aino ;9789510000000;2016;3;508
lastenkirjat;ensilainaus;Maisa opettelee uimaan ;Cousins, Lucy ;9789510000000;2016;3;502
lastenkirjat;ensilainaus;Maisa menee elokuviin ;Cousins, Lucy ;9789510000000;2016;3;498
lastenkirjat;ensilainaus;Mikko Mallikas menee kouluun ;Bergström, Gunilla ;9513108937;2016;3;493
lastenkirjat;ensilainaus;Siiri ja hurja Hunskeli ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;3;493
lastenkirjat;ensilainaus;Kapteeni Kalsari ja radioaktiivisten robobokserien karmaiseva kosto ;Pilkey, Dav, kirjoittaja ;9789510000000;2016;3;483
lastenkirjat;ensilainaus;Veera lääkärissä ;Havukainen, Aino ;9511160184;2016;3;475
lastenkirjat;ensilainaus;Paten jalkapallokirja ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;473
lastenkirjat;ensilainaus;Paten aikakirjat ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;466
lastenkirjat;ensilainaus;Kummallisuuksien käsikirja ;Kunnas, Mauri ;9789510000000;2016;3;461
lastenkirjat;ensilainaus;Kapteeni Kalsari ja Hippi Helihousun hirvittävä paluu ;Pilkey, Dav, kirjoittaja ;9789510000000;2016;3;460
lastenkirjat;ensilainaus;Vilma Virtanen ja uimataito ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;456
lastenkirjat;ensilainaus;Mikko Mallikas ja Mulperi ;Bergström, Gunilla ;9513127478;2016;3;455
lastenkirjat;ensilainaus;Kepler62. Kirja yksi, Kutsu ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;447
lastenkirjat;ensilainaus;Mimmi Lehmä uimahallissa ;Wieslander, Jujja, kirjoittaja ;9789520000000;2016;3;445
lastenkirjat;ensilainaus;Veeran keittiöpuuhat ;Havukainen, Aino ;9511182218;2016;3;443
lastenkirjat;ensilainaus;Paten kalastuskirja ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;442
lastenkirjat;ensilainaus;Viiru muuttaa ;Nordqvist, Sven ;9789510000000;2016;3;441
lastenkirjat;ensilainaus;Ella ja kaverit salaisessa palveluksessa ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;440
lastenkirjat;ensilainaus;Siiri ja sotkuinen Kerttu ;Nopola, Tiina, kirjoittaja ;9513131149;2016;3;437
lastenkirjat;ensilainaus;Mikko Mallikas panee töpinäksi ;Bergström, Gunilla ;9513108945;2016;3;429
lastenkirjat;ensilainaus;Mikko Mallikas tulee iloiseksi ;Bergström, Gunilla ;9513103951;2016;3;429
lastenkirjat;ensilainaus;Perttu Virtanen ja kauhea kateus ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;428
lastenkirjat;ensilainaus;Ella ja kaverit lapsenvahteina ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;426
lastenkirjat;ensilainaus;Kesä Koiramäessä ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;3;424
lastenkirjat;ensilainaus;Mikko Mallikkaan parhaat tarinat ;Bergström, Gunilla ;9789510000000;2016;3;422
lastenkirjat;ensilainaus;Puppe osaa laskea ;Hill, Eric ;9511162772;2016;3;420
lastenkirjat;ensilainaus;Paavo Virtanen ja tyttöjen tavarat ;Kanto, Anneli, kirjoittaja ;9789510000000;2016;3;419
lastenkirjat;ensilainaus;Maisa leikkii ja liikkuu ;Cousins, Lucy, kirjoittaja, taiteilija. ;9789510000000;2016;3;418
lastenkirjat;ensilainaus;Sirkuksen arvoitus ;Widmark, Martin, kirjoittaja ;9513130312;2016;3;416
lastenkirjat;ensilainaus;Muumion arvoitus ;Widmark, Martin, kirjoittaja. ;9789510000000;2016;3;412
lastenkirjat;ensilainaus;Siiri ja kolme Ottoa ;Nopola, Tiina, kirjoittaja ;9513118746;2016;3;410
lastenkirjat;ensilainaus;Ella ja kaverit liemessä ;Parvela, Timo, kirjoittaja ;9789510000000;2016;3;406
lastenkirjat;ensilainaus;Mikko Mallikas on oikukas ;Bergström, Gunilla ;9513110109;2016;3;405
lastenkirjat;ensilainaus;Nolo elämäni. 1 : Olisinpa suosittu ;Russell, Rachel Renée, kirjoittaja ;9789510000000;2016;3;404
lastenkirjat;ensilainaus;Franklin haluaa olla iso ;Jennings, Sharon ;9789510000000;2016;3;401
lastenkirjat;ensilainaus;Kepler62. Kirja kolme, Matka ;Parvela, Timo, kirjoittaja. ;9789510000000;2016;3;401
lastenkirjat;ensilainaus;Sydämiä kaikkialla ;Francis, Suzanne, kirjoittaja. ;9789510000000;2016;3;399
lastenkirjat;ensilainaus;Pekka Töpöhäntä Kööpenhaminassa ;Knutsson, Gösta ;9512039834;2016;3;397
lastenkirjat;ensilainaus;Aarresaari : kunnasmainen tulkinta Robert Louis Stevensonin klassikosta ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;3;396
lastenkirjat;ensilainaus;Mimmi Lehmä lukee ;Wieslander, Jujja, kirjoittaja ;9789520000000;2016;3;393
aikuistenkirjat;lainaus+uusinnat;Lopotti : romaani ;Kinnunen, Tommi, kirjoittaja. ;9789510000000;2016;4;1774
aikuistenkirjat;lainaus+uusinnat;Kiirastuli ;Remes, Ilkka, kirjoittaja. ;9789510000000;2016;4;1725
aikuistenkirjat;lainaus+uusinnat;Matriarkka : romaani ;Tervo, Jari, kirjoittaja. ;9789510000000;2016;4;1714
aikuistenkirjat;lainaus+uusinnat;Tiikerinsilmä ;Lehtolainen, Leena, kirjoittaja. ;9789510000000;2016;4;1631
aikuistenkirjat;lainaus+uusinnat;Norma ;Oksanen, Sofi, kirjoittaja. ;9789520000000;2016;4;1579
aikuistenkirjat;lainaus+uusinnat;Paras mahdollinen maailma ;Pulkkinen, Riikka, kirjoittaja. ;9789510000000;2016;4;1531
aikuistenkirjat;lainaus+uusinnat;Juurihoito : suku- ja hammaslääkäriromaani ;Nousiainen, Miika, kirjoittaja. ;9789510000000;2016;4;1460
aikuistenkirjat;lainaus+uusinnat;Oneiron : fantasia kuolemanjälkeisistä sekunneista ;Lindstedt, Laura, kirjoittaja. ;9789520000000;2016;4;1457
aikuistenkirjat;lainaus+uusinnat;Tankkien kesä ;Kähkönen, Sirpa, kirjoittaja. ;9789510000000;2016;4;1450
aikuistenkirjat;lainaus+uusinnat;Ruokarouva ;Mustonen, Enni, kirjoittaja. ;9789510000000;2016;4;1409
aikuistenkirjat;lainaus+uusinnat;Surunpotku ;Lehtolainen, Leena, kirjoittaja ;9789510000000;2016;4;1317
aikuistenkirjat;lainaus+uusinnat;Presidentti ja toimittaja ;Tyrkkö, Maarit, kirjoittaja. ;9789510000000;2016;4;1315
aikuistenkirjat;lainaus+uusinnat;He eivät tiedä mitä tekevät : romaani ;Valtonen, Jussi, kirjoittaja ;9789510000000;2016;4;1285
aikuistenkirjat;lainaus+uusinnat;Vääriin käsiin ;Jansson, Anna, kirjoittaja. ;9789510000000;2016;4;1138
aikuistenkirjat;lainaus+uusinnat;Se mikä ei tapa ;Lagercrantz, David, kirjoittaja ;9789510000000;2016;4;1105
aikuistenkirjat;lainaus+uusinnat;Verta lumella. Osa II, Lisää verta ;Nesbø, Jo, kirjoittaja. ;9789510000000;2016;4;1086
aikuistenkirjat;lainaus+uusinnat;Davidin uni ;Doerr, Anthony, kirjoittaja. ;9789510000000;2016;4;1075
aikuistenkirjat;lainaus+uusinnat;Hot dog ;Mäki, Reijo, kirjoittaja. ;9789510000000;2016;4;1074
aikuistenkirjat;lainaus+uusinnat;Hiljaisuus : romaani ;Hirvisaari, Laila, kirjoittaja. ;9789510000000;2016;4;1072
aikuistenkirjat;lainaus+uusinnat;Rautaveri ;Marklund, Liza, kirjoittaja ;9789510000000;2016;4;1071
aikuistenkirjat;lainaus+uusinnat;Ansionsa mukaan ;Leon, Donna, kirjoittaja. ;9789510000000;2016;4;1069
aikuistenkirjat;lainaus+uusinnat;Baltimoren sukuhaaran tragedia ;Dicker, Joël, kirjoittaja. ;9789510000000;2016;4;1060
aikuistenkirjat;lainaus+uusinnat;Playground ;Kepler, Lars, kirjoittaja ;9789510000000;2016;4;1034
aikuistenkirjat;lainaus+uusinnat;Kullan kallis ;Jungstedt, Mari, kirjoittaja. ;9789510000000;2016;4;1034
aikuistenkirjat;lainaus+uusinnat;Neljäntienristeys ;Kinnunen, Tommi, kirjoittaja ;9789510000000;2016;4;1031
aikuistenkirjat;lainaus+uusinnat;Jäätyvä helvetti ;Remes, Ilkka, kirjoittaja ;9789510000000;2016;4;1007
aikuistenkirjat;lainaus+uusinnat;Siat ;Vallgren, Carl-Johan, kirjoittaja. ;9789510000000;2016;4;1000
aikuistenkirjat;lainaus+uusinnat;Helle ;Pakkanen, Outi, kirjoittaja ;9789510000000;2016;4;992
aikuistenkirjat;lainaus+uusinnat;Belgravia ;Fellowes, Julian, kirjoittaja. ;9789510000000;2016;4;988
aikuistenkirjat;lainaus+uusinnat;Kaikki se valo jota emme näe ;Doerr, Anthony, kirjoittaja ;9789510000000;2016;4;982
