Kirja;Laji;Nimeke;Tekijä;ISBN;Vuosi;Kvartaali;Lainauskerrat
aikuistenkirjat;lainaus+uusinnat;Kudottujen kujien kaupunki ;Itäranta, Emmi, kirjoittaja ;9789520000000;2016;1;899
aikuistenkirjat;lainaus+uusinnat;Suomen mestari. 1, Suomen kielen oppikirja aikuisille ;;9789520000000;2016;1;896
aikuistenkirjat;lainaus+uusinnat;Kotiinpaluu ;Jones, Sadie, kirjoittaja. ;9789510000000;2016;1;892
aikuistenkirjat;lainaus+uusinnat;Kaikki taivaan linnut ;Lee, Harper, kirjoittaja ;9789510000000;2016;1;880
aikuistenkirjat;lainaus+uusinnat;Ehtoolehdon pakolaiset ;Lindgren, Minna, kirjoittaja ;9789520000000;2016;1;876
aikuistenkirjat;lainaus+uusinnat;Stockmann Yard : myymäläetsivän muistelmat ;Terras, Antto ;9789520000000;2016;1;876
aikuistenkirjat;lainaus+uusinnat;Meikkipussin pohjalta ;Haatanen, Kaisa, kirjoittaja ;9789510000000;2016;1;873
aikuistenkirjat;lainaus+uusinnat;Tummempi taivas ;Jungstedt, Mari, kirjoittaja ;9789510000000;2016;1;866
aikuistenkirjat;lainaus+uusinnat;Ihana nähä! : ja muita kirjoituksia ;Härkönen, Anna-Leena, kirjoittaja ;9789510000000;2016;1;853
aikuistenkirjat;lainaus+uusinnat;Eino ;Rönkä, Matti, kirjoittaja ;9789510000000;2016;1;841
aikuistenkirjat;lainaus+uusinnat;Ilosia aikoja, Mielensäpahoittaja ;Kyrö, Tuomas, kirjoittaja ;9789510000000;2016;1;840
aikuistenkirjat;lainaus+uusinnat;Ja vuoret kaikuivat ;Hosseini, Khaled, kirjoittaja ;9789510000000;2016;1;839
aikuistenkirjat;lainaus+uusinnat;Kasvonsa menettänyt mies ;Oksanen, Kimmo, kirjoittaja ;9789510000000;2016;1;838
aikuistenkirjat;lainaus+uusinnat;Kerro minulle jotain hyvää ;Moyes, Jojo, kirjoittaja ;9789510000000;2016;1;837
aikuistenkirjat;lainaus+uusinnat;Kuolema Ehtoolehdossa ;Lindgren, Minna, kirjoittaja ;9789520000000;2016;1;829
aikuistenkirjat;lainaus+uusinnat;Lapsen oikeus ;McEwan, Ian, kirjoittaja ;9789510000000;2016;1;828
aikuistenkirjat;lainaus+uusinnat;Pienten muutosten kauneussalonki ;McCall Smith, Alexander, kirjoittaja ;9789510000000;2016;1;827
aikuistenkirjat;lainaus+uusinnat;Sthlm delete ;Lapidus, Jens, kirjoittaja. ;9789520000000;2016;1;827
aikuistenkirjat;lainaus+uusinnat;Pahan polku ;Galbraith, Robert, kirjoittaja. ;9789510000000;2016;1;813
aikuistenkirjat;lainaus+uusinnat;Paperiprinssi ;Utrio, Kaari, kirjoittaja ;9789530000000;2016;1;808
aikuistenkirjat;lainaus+uusinnat;Susanin vaikutus ;Høeg, Peter, kirjoittaja ;9789510000000;2016;1;803
aikuistenkirjat;lainaus+uusinnat;Haukka ja kyyhky ;Soininvaara, Taavi, kirjoittaja ;9789510000000;2016;1;803
aikuistenkirjat;lainaus+uusinnat;Luonnon laki ;Hotakainen, Kari, kirjoittaja ;9789520000000;2016;1;790
aikuistenkirjat;lainaus+uusinnat;Petturi ;Wennstam, Katarina, kirjoittaja ;9789510000000;2016;1;780
aikuistenkirjat;lainaus+uusinnat;Ruotsalaiset saappaat ;Mankell, Henning, kirjoittaja ;9789510000000;2016;1;774
aikuistenkirjat;lainaus+uusinnat;Viimeinen juna Moskovaan ;Nyberg, René ;9789520000000;2016;1;760
aikuistenkirjat;lainaus+uusinnat;Marius ;Pakkanen, Outi, kirjoittaja ;9789520000000;2016;1;743
aikuistenkirjat;lainaus+uusinnat;Pikku-Burman teurastajatar : rikosromaani ;Nesser, Håkan, kirjoittaja ;9789510000000;2016;1;740
aikuistenkirjat;lainaus+uusinnat;Näkymätön ;Slaughter, Karin, kirjoittaja ;9789510000000;2016;1;735
aikuistenkirjat;lainaus+uusinnat;Tapaus 64 ;Adler-Olsen, Jussi, kirjoittaja ;9789510000000;2016;1;731
aikuistenkirjat;lainaus+uusinnat;Kun mustarastas laulaa ;Olsson, Linda, kirjoittaja ;9789510000000;2016;1;719
aikuistenkirjat;lainaus+uusinnat;Mykkä tyttö ;Hjorth, Michael, kirjoittaja ;9789520000000;2016;1;714
aikuistenkirjat;lainaus+uusinnat;KonMari : siivouksen elämänmullistava taika ;Kondo, Marie ;9789520000000;2016;1;710
aikuistenkirjat;lainaus+uusinnat;Kultarinta ;Kytömäki, Anni, kirjoittaja ;9789510000000;2016;1;709
aikuistenkirjat;lainaus+uusinnat;Sotilaiden salaisuudet ;Sten, Viveca, kirjoittaja ;9789510000000;2016;1;709
aikuistenkirjat;lainaus+uusinnat;Hävityksen jumala ;Atkinson, Kate, kirjoittaja. ;9789520000000;2016;1;701
aikuistenkirjat;lainaus+uusinnat;Värittömän miehen vaellusvuodet ;Murakami, Haruki, kirjoittaja ;9789510000000;2016;1;677
aikuistenkirjat;lainaus+uusinnat;Nuoruudenystävä ;Munro, Alice, kirjoittaja ;9789510000000;2016;1;677
aikuistenkirjat;lainaus+uusinnat;Tikli ;Tartt, Donna, kirjoittaja ;9789510000000;2016;1;674
aikuistenkirjat;lainaus+uusinnat;Vip-huone ;Lapidus, Jens, kirjoittaja ;9789520000000;2016;1;671
aikuistenkirjat;lainaus+uusinnat;Poliisi ;Nesbø, Jo, kirjoittaja ;9789510000000;2016;1;670
aikuistenkirjat;lainaus+uusinnat;Daavidintähdet ;Ohlsson, Kristina, kirjoittaja ;9789510000000;2016;1;666
aikuistenkirjat;lainaus+uusinnat;Suomen mestari. 2 : Suomen kielen oppikirja aikuisille ;;9789520000000;2016;1;664
aikuistenkirjat;lainaus+uusinnat;Perillä kello kuusi ;Honkasalo, Laura, kirjoittaja ;9789510000000;2016;1;659
aikuistenkirjat;lainaus+uusinnat;Paha paikka ;Flynn, Gillian, kirjoittaja ;9789510000000;2016;1;654
aikuistenkirjat;lainaus+uusinnat;Kun aika loppuu : romaani ;Hirvonen, Elina, kirjoittaja ;9789510000000;2016;1;641
aikuistenkirjat;lainaus+uusinnat;Lapsenpiika ;Mustonen, Enni, kirjoittaja ;9789510000000;2016;1;638
aikuistenkirjat;lainaus+uusinnat;Joka lapsia ja koiria rakastaa ;Atkinson, Kate, kirjoittaja ;9789520000000;2016;1;635
aikuistenkirjat;lainaus+uusinnat;Salametsästäjä ;Gerritsen, Tess, kirjoittaja ;9789510000000;2016;1;632
aikuistenkirjat;lainaus+uusinnat;Piisamiturkki ja muita kertomuksia ;Väisänen, Hannu, kirjoittaja ;9789510000000;2016;1;631
aikuistenkirjat;lainaus+uusinnat;Aavikon tyttäret ;Farah, Nura, kirjoittaja ;9789510000000;2016;1;630
aikuistenkirjat;lainaus+uusinnat;Enkelintekijä ;Läckberg, Camilla, kirjoittaja ;9789510000000;2016;1;629
aikuistenkirjat;lainaus+uusinnat;Lasiruumiit ;Sund, Erik Axl, kirjoittaja ;9789510000000;2016;1;629
aikuistenkirjat;lainaus+uusinnat;Kangastus 38 ;Westö, Kjell, kirjoittaja ;9789510000000;2016;1;625
aikuistenkirjat;ensilainaus;Norma ;Oksanen, Sofi, kirjoittaja. ;9789520000000;2016;1;1948
aikuistenkirjat;ensilainaus;Surunpotku ;Lehtolainen, Leena, kirjoittaja ;9789510000000;2016;1;1666
aikuistenkirjat;ensilainaus;Verta lumella. Osa II, Lisää verta ;Nesbø, Jo, kirjoittaja. ;9789510000000;2016;1;1577
aikuistenkirjat;ensilainaus;Se mikä ei tapa ;Lagercrantz, David, kirjoittaja ;9789510000000;2016;1;1521
aikuistenkirjat;ensilainaus;Rautaveri ;Marklund, Liza, kirjoittaja ;9789510000000;2016;1;1448
aikuistenkirjat;ensilainaus;Jäätyvä helvetti ;Remes, Ilkka, kirjoittaja ;9789510000000;2016;1;1413
aikuistenkirjat;ensilainaus;Leijonankesyttäjä ;Läckberg, Camilla, kirjoittaja ;9789510000000;2016;1;1359
aikuistenkirjat;ensilainaus;Helle ;Pakkanen, Outi, kirjoittaja ;9789510000000;2016;1;1340
aikuistenkirjat;ensilainaus;Yöperhonen : romaani ;Kettu, Katja, kirjoittaja ;9789510000000;2016;1;1312
aikuistenkirjat;ensilainaus;Oneiron : fantasia kuolemanjälkeisistä sekunneista ;Lindstedt, Laura, kirjoittaja. ;9789520000000;2016;1;1289
aikuistenkirjat;ensilainaus;Hertta : romaani ;Köngäs, Heidi, kirjoittaja ;9789510000000;2016;1;1260
aikuistenkirjat;ensilainaus;Henkireikä ;Hotakainen, Kari, kirjoittaja ;9789520000000;2016;1;1259
aikuistenkirjat;ensilainaus;Ehtoolehdon tuho ;Lindgren, Minna, kirjoittaja ;9789520000000;2016;1;1231
aikuistenkirjat;ensilainaus;Verta lumella. Osa I ;Nesbø, Jo, kirjoittaja ;9789510000000;2016;1;1221
aikuistenkirjat;ensilainaus;He eivät tiedä mitä tekevät : romaani ;Valtonen, Jussi, kirjoittaja ;9789510000000;2016;1;1205
aikuistenkirjat;ensilainaus;Nainen junassa ;Hawkins, Paula, kirjoittaja. ;9789510000000;2016;1;1064
aikuistenkirjat;ensilainaus;Siat ;Vallgren, Carl-Johan, kirjoittaja. ;9789510000000;2016;1;1019
aikuistenkirjat;ensilainaus;Slussen ;Mäki, Reijo, kirjoittaja. ;9789510000000;2016;1;1019
aikuistenkirjat;ensilainaus;Vainooja : rikosromaani ;Kepler, Lars, kirjoittaja ;9789510000000;2016;1;977
aikuistenkirjat;ensilainaus;Emännöitsijä ;Mustonen, Enni, kirjoittaja ;9789510000000;2016;1;968
aikuistenkirjat;ensilainaus;Kaikki se valo jota emme näe ;Doerr, Anthony, kirjoittaja ;9789510000000;2016;1;953
aikuistenkirjat;ensilainaus;Lopotti : romaani ;Kinnunen, Tommi, kirjoittaja. ;9789510000000;2016;1;934
aikuistenkirjat;ensilainaus;Antautuminen ;Snellman, Anja, kirjoittaja ;9789510000000;2016;1;911
aikuistenkirjat;ensilainaus;Joka yksin kulkee ;Jungstedt, Mari, kirjoittaja ;9789510000000;2016;1;909
aikuistenkirjat;ensilainaus;Kuolevaksi julistettu ;Jokinen, Seppo, kirjoittaja ;9789520000000;2016;1;904
aikuistenkirjat;ensilainaus;Kudottujen kujien kaupunki ;Itäranta, Emmi, kirjoittaja ;9789520000000;2016;1;896
aikuistenkirjat;ensilainaus;Mies kuumasta ;Sipilä, Jarkko, kirjoittaja ;9789520000000;2016;1;880
aikuistenkirjat;ensilainaus;Neljäntienristeys ;Kinnunen, Tommi, kirjoittaja ;9789510000000;2016;1;878
aikuistenkirjat;ensilainaus;Stockmann Yard : myymäläetsivän muistelmat ;Terras, Antto ;9789520000000;2016;1;876
aikuistenkirjat;ensilainaus;Tummempi taivas ;Jungstedt, Mari, kirjoittaja ;9789510000000;2016;1;865
aikuistenkirjat;ensilainaus;Hämärän lapset ;Jansson, Anna, kirjoittaja ;9789510000000;2016;1;845
aikuistenkirjat;ensilainaus;Kaikki taivaan linnut ;Lee, Harper, kirjoittaja ;9789510000000;2016;1;835
aikuistenkirjat;ensilainaus;Kotiinpaluu ;Jones, Sadie, kirjoittaja. ;9789510000000;2016;1;830
aikuistenkirjat;ensilainaus;Sthlm delete ;Lapidus, Jens, kirjoittaja. ;9789520000000;2016;1;824
aikuistenkirjat;ensilainaus;Varjopoika ;Vallgren, Carl-Johan, kirjoittaja ;9789510000000;2016;1;819
aikuistenkirjat;ensilainaus;Eino ;Rönkä, Matti, kirjoittaja ;9789510000000;2016;1;815
aikuistenkirjat;ensilainaus;Pahan polku ;Galbraith, Robert, kirjoittaja. ;9789510000000;2016;1;805
aikuistenkirjat;ensilainaus;Paperiprinssi ;Utrio, Kaari, kirjoittaja ;9789530000000;2016;1;799
aikuistenkirjat;ensilainaus;Samaa verta ;Cornwell, Patricia, kirjoittaja ;9789510000000;2016;1;792
aikuistenkirjat;ensilainaus;Viimeinen näytös ;Jungstedt, Mari, kirjoittaja ;9789510000000;2016;1;783
aikuistenkirjat;ensilainaus;Tulivuori ;Mäki, Reijo, kirjoittaja ;9789510000000;2016;1;776
aikuistenkirjat;ensilainaus;Kultamuna ;Leon, Donna, kirjoittaja ;9789510000000;2016;1;773
aikuistenkirjat;ensilainaus;Meikkipussin pohjalta ;Haatanen, Kaisa, kirjoittaja ;9789510000000;2016;1;760
aikuistenkirjat;ensilainaus;Viimeinen juna Moskovaan ;Nyberg, René ;9789520000000;2016;1;750
aikuistenkirjat;ensilainaus;Ruotsalaiset saappaat ;Mankell, Henning, kirjoittaja ;9789510000000;2016;1;735
aikuistenkirjat;ensilainaus;KonMari : siivouksen elämänmullistava taika ;Kondo, Marie, kirjoittaja ;9789520000000;2016;1;708
aikuistenkirjat;ensilainaus;Ehkä rakkaus oli totta ;Jones, Sadie, kirjoittaja ;9789510000000;2016;1;699
aikuistenkirjat;ensilainaus;Hävityksen jumala ;Atkinson, Kate, kirjoittaja. ;9789520000000;2016;1;698
aikuistenkirjat;ensilainaus;Haukka ja kyyhky ;Soininvaara, Taavi, kirjoittaja ;9789510000000;2016;1;685
aikuistenkirjat;ensilainaus;Mykkä tyttö ;Hjorth, Michael, kirjoittaja ;9789520000000;2016;1;683
aikuistenkirjat;ensilainaus;Kaikki oikein ;Härkönen, Anna-Leena, kirjoittaja ;9789510000000;2016;1;661
aikuistenkirjat;ensilainaus;Mutta minä rakastan sinua : romaani ;Nuotio, Eppu, kirjoittaja ;9789510000000;2016;1;654
aikuistenkirjat;ensilainaus;Kerro minulle jotain hyvää ;Moyes, Jojo, kirjoittaja ;9789510000000;2016;1;634
aikuistenkirjat;ensilainaus;Teräviä esineitä ;Flynn, Gillian, kirjoittaja ;9789510000000;2016;1;633
aikuistenkirjat;ensilainaus;Salametsästäjä ;Gerritsen, Tess, kirjoittaja ;9789510000000;2016;1;618
aikuistenkirjat;ensilainaus;Juhannusmurha ;Sten, Viveca, kirjoittaja. ;9789510000000;2016;1;616
aikuistenkirjat;ensilainaus;Tapaus 64 ;Adler-Olsen, Jussi, kirjoittaja ;9789510000000;2016;1;612
aikuistenkirjat;ensilainaus;Kasvonsa menettänyt mies ;Oksanen, Kimmo, kirjoittaja ;9789510000000;2016;1;601
aikuistenkirjat;ensilainaus;Kuolema merkitsee omansa ;James, Peter, kirjoittaja ;9789520000000;2016;1;595
aikuistenkirjat;ensilainaus;Isänsä poika ;Nesbø, Jo, kirjoittaja ;9789510000000;2016;1;592
aikuistenkirjat;ensilainaus;Susanin vaikutus ;Høeg, Peter, kirjoittaja ;9789510000000;2016;1;588
aikuistenkirjat;ensilainaus;Kissani Jugoslavia ;Statovci, Pajtim, kirjoittaja ;9789510000000;2016;1;587
aikuistenkirjat;ensilainaus;Lapsen oikeus ;McEwan, Ian, kirjoittaja ;9789510000000;2016;1;587
aikuistenkirjat;ensilainaus;Taivaalta tippuvat asiat ;Ahava, Selja, kirjoittaja. ;9789510000000;2016;1;581
aikuistenkirjat;ensilainaus;Varjo vierellä käy ;Tuominen, Pirjo, kirjoittaja ;9789510000000;2016;1;580
aikuistenkirjat;ensilainaus;Kun aika loppuu : romaani ;Hirvonen, Elina, kirjoittaja ;9789510000000;2016;1;579
aikuistenkirjat;ensilainaus;Pienten muutosten kauneussalonki ;McCall Smith, Alexander, kirjoittaja ;9789510000000;2016;1;578
aikuistenkirjat;ensilainaus;Kevyt liha ;Ala-Harja, Riikka, kirjoittaja ;9789520000000;2016;1;572
aikuistenkirjat;ensilainaus;Pikku-Burman teurastajatar : rikosromaani ;Nesser, Håkan, kirjoittaja ;9789510000000;2016;1;571
aikuistenkirjat;ensilainaus;Käärmeitten kesä : Karl Axel Björkin uusia tutkimuksia ;Hämeen-Anttila, Virpi, kirjoittaja ;9789510000000;2016;1;566
aikuistenkirjat;ensilainaus;Taivaslaulu ;Rauhala, Pauliina, kirjoittaja ;9789510000000;2016;1;564
aikuistenkirjat;ensilainaus;Rakkaudenhirviö ;Turunen, Saara, kirjoittaja ;9789510000000;2016;1;564
aikuistenkirjat;ensilainaus;Sotilaiden salaisuudet ;Sten, Viveca, kirjoittaja ;9789510000000;2016;1;558
aikuistenkirjat;ensilainaus;Näkymätön ;Slaughter, Karin, kirjoittaja ;9789510000000;2016;1;555
aikuistenkirjat;ensilainaus;Tytön tie ;Meriläinen, Reetta, kirjoittaja. ;9789520000000;2016;1;553
aikuistenkirjat;ensilainaus;Ehtoolehdon pakolaiset ;Lindgren, Minna, kirjoittaja ;9789520000000;2016;1;551
aikuistenkirjat;ensilainaus;Pitelemättömät : romaani ;Tuuri, Antti, kirjoittaja ;9789510000000;2016;1;550
aikuistenkirjat;ensilainaus;Daavidintähdet ;Ohlsson, Kristina, kirjoittaja ;9789510000000;2016;1;547
aikuistenkirjat;ensilainaus;Suoliston salaisuus : kaikki kehomme keskeisestä elimestä ;Enders, Giulia ;9789510000000;2016;1;545
aikuistenkirjat;ensilainaus;Aurinkokissan vuosi ;Mazzarella, Merete, kirjoittaja ;9789510000000;2016;1;545
aikuistenkirjat;ensilainaus;Petturi ;Wennstam, Katarina, kirjoittaja ;9789510000000;2016;1;544
aikuistenkirjat;ensilainaus;Joka lapsia ja koiria rakastaa ;Atkinson, Kate, kirjoittaja ;9789520000000;2016;1;544
aikuistenkirjat;ensilainaus;Perillä kello kuusi ;Honkasalo, Laura, kirjoittaja ;9789510000000;2016;1;535
aikuistenkirjat;ensilainaus;Armain aika ;Lassila, Pertti, kirjoittaja ;9789520000000;2016;1;525
aikuistenkirjat;ensilainaus;Kun mustarastas laulaa ;Olsson, Linda, kirjoittaja ;9789510000000;2016;1;522
aikuistenkirjat;ensilainaus;Eeva Joenpelto : elämän kirjailija ;Ruuska, Helena, kirjoittaja ;9789510000000;2016;1;521
aikuistenkirjat;ensilainaus;Sielut ;Pääskynen, Markku, kirjoittaja ;9789510000000;2016;1;510
aikuistenkirjat;ensilainaus;Musta satu ;Ollikainen, Aki, kirjoittaja ;9789520000000;2016;1;509
aikuistenkirjat;ensilainaus;Kuka vartijoita vartioi ;Lander, Leena, kirjoittaja ;9789520000000;2016;1;507
aikuistenkirjat;ensilainaus;Kuolema Ehtoolehdossa ;Lindgren, Minna, kirjoittaja ;9789520000000;2016;1;504
aikuistenkirjat;ensilainaus;Vuori ;Grisham, John, kirjoittaja ;9789510000000;2016;1;504
aikuistenkirjat;ensilainaus;Marius ;Pakkanen, Outi, kirjoittaja ;9789520000000;2016;1;502
aikuistenkirjat;ensilainaus;Kaivos ;Tuomainen, Antti, kirjoittaja ;9789520000000;2016;1;495
aikuistenkirjat;ensilainaus;Jos olisit tässä ;Moyes, Jojo, kirjoittaja. ;9789510000000;2016;1;494
aikuistenkirjat;ensilainaus;Lotus blues ;Ohlsson, Kristina, kirjoittaja. ;9789510000000;2016;1;491
aikuistenkirjat;ensilainaus;Horna ;Remes, Ilkka, kirjoittaja ;9789510000000;2016;1;490
aikuistenkirjat;ensilainaus;Graniittimies ;Kähkönen, Sirpa, kirjoittaja ;9789510000000;2016;1;489
aikuistenkirjat;ensilainaus;Muistan : Otavan aika ;Mäkelä, Hannu, kirjoittaja ;9789510000000;2016;1;488
aikuistenkirjat;ensilainaus;Ansionsa mukaan ;Leon, Donna, kirjoittaja. ;9789510000000;2016;1;487
aikuistenkirjat;ensilainaus;Ihana nähä! : ja muita kirjoituksia ;Härkönen, Anna-Leena, kirjoittaja ;9789510000000;2016;1;480
lastenkirjat;lainaus+uusinnat;Tatu ja Patu työn touhussa ;Havukainen, Aino ;9511213148;2016;1;3343
lastenkirjat;lainaus+uusinnat;Tatun ja Patun avaruusseikkailu ;Havukainen, Aino ;9789510000000;2016;1;3286
lastenkirjat;lainaus+uusinnat;Tatun ja Patun kummat keksinnöt kautta aikojen ;Havukainen, Aino ;9789510000000;2016;1;3285
lastenkirjat;lainaus+uusinnat;Tatun ja Patun Suomi ;Havukainen, Aino ;9789510000000;2016;1;3134
lastenkirjat;lainaus+uusinnat;Tatu ja Patu päiväkodissa ;Havukainen, Aino ;9511196588;2016;1;3075
lastenkirjat;lainaus+uusinnat;Tatu ja Patu supersankareina ;Havukainen, Aino ;9789510000000;2016;1;2959
lastenkirjat;lainaus+uusinnat;Tatun ja Patun outo unikirja ;Havukainen, Aino ;9789510000000;2016;1;2866
lastenkirjat;lainaus+uusinnat;Tatun ja Patun oudot kojeet ;Havukainen, Aino ;9511200844;2016;1;2794
lastenkirjat;lainaus+uusinnat;Tatun ja Patun oudot aakkoset ;Havukainen, Aino ;9789510000000;2016;1;2777
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja kuuluisa Kamilla ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2761
lastenkirjat;lainaus+uusinnat;Risto Räppääjä saa isän ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2564
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja Hilpuri Tilli ;Nopola, Sinikka, kirjoittaja ;9513131165;2016;1;2544
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja Sevillan saituri ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2444
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja nukkavieru Nelli ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2318
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja sitkeä finni ;Nopola, Sinikka, kirjoittaja ;9513127729;2016;1;2315
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja komea Kullervo ;Nopola, Sinikka, kirjoittaja ;9513125505;2016;1;2310
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja yöhaukka ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2304
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja Nuudelipää ;Nopola, Sinikka, kirjoittaja ;9513114783;2016;1;2302
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja villi kone ;Nopola, Sinikka, kirjoittaja ;9513137325;2016;1;2256
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja pakastaja-Elvi ;Nopola, Sinikka, kirjoittaja ;9513120503;2016;1;2233
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja kauhea makkara ;Nopola, Sinikka, kirjoittaja ;9513111458;2016;1;2232
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja kaksoisolento ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2199
lastenkirjat;lainaus+uusinnat;Hetki lyö, Risto Räppääjä ;Nopola, Sinikka, kirjoittaja ;951310995X;2016;1;2039
lastenkirjat;lainaus+uusinnat;Tatu ja Patu Helsingissä ;Havukainen, Aino ;9789510000000;2016;1;2033
lastenkirjat;lainaus+uusinnat;Risto Räppääjä ja viimeinen tötterö ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;2010
lastenkirjat;lainaus+uusinnat;Tatu ja Patu, syömään! : käsikirja kaikille niille, jotka ovat joskus syöneet, syövät juuri nyt tai suunnittelevat syövänsä ;Havukainen, Aino, kirjoittaja ;9789510000000;2016;1;1714
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 2 : Isoveli isottelee : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1540
lastenkirjat;lainaus+uusinnat;RR kuin Risto Räppääjä ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;1477
lastenkirjat;lainaus+uusinnat;Risto Räppääjä : erittäin salainen - top secret ;Nopola, Sinikka, kirjoittaja ;9789510000000;2016;1;1428
lastenkirjat;lainaus+uusinnat;Mikko Mallikas on kuningas ;Bergström, Gunilla ;9789510000000;2016;1;1418
lastenkirjat;lainaus+uusinnat;Mikko Mallikas ja syntymäpäiväkutsut ;Bergström, Gunilla ;9789510000000;2016;1;1406
lastenkirjat;lainaus+uusinnat;Siiri tekee maalin ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1394
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1390
lastenkirjat;lainaus+uusinnat;Siiri ja kauhea kummitus ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1385
lastenkirjat;lainaus+uusinnat;Veera ja maatalon eläimet ;Havukainen, Aino ;9511174487;2016;1;1384
lastenkirjat;lainaus+uusinnat;Palokunnan arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;1;1379
lastenkirjat;lainaus+uusinnat;Veeran keittiöpuuhat ;Havukainen, Aino ;9511182218;2016;1;1360
lastenkirjat;lainaus+uusinnat;Veera lääkärissä ;Havukainen, Aino ;9511160184;2016;1;1355
lastenkirjat;lainaus+uusinnat;Maisa opettelee uimaan ;Cousins, Lucy ;9789510000000;2016;1;1350
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 3 : Viimeinen oljenkorsi : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1347
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. [7] : Kolmas pyörä ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1347
lastenkirjat;lainaus+uusinnat;Tatu ja Patu pihalla : käsikirja kaikille niille, joilla ei ole mitään tekemistä ja niille, jotka ovat jo unohtaneet leikkimisen jalon taidon ;Havukainen, Aino ;9789510000000;2016;1;1327
lastenkirjat;lainaus+uusinnat;Kummallisuuksien käsikirja ;Kunnas, Mauri ;9789510000000;2016;1;1295
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 6 : Lunta tupaan ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1281
lastenkirjat;lainaus+uusinnat;Veera ja menopelit ;Havukainen, Aino ;9511165623;2016;1;1264
lastenkirjat;lainaus+uusinnat;Siiri löytää simpukan ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1258
lastenkirjat;lainaus+uusinnat;Harry Potter ja viisasten kivi ;Rowling, J. K., kirjoittaja ;9513111466;2016;1;1247
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. [4] : Kovan onnen kesä : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1230
lastenkirjat;lainaus+uusinnat;Siiri ja kadonnut tähti ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1230
lastenkirjat;lainaus+uusinnat;Mikko Mallikas menee kouluun ;Bergström, Gunilla ;9513108937;2016;1;1207
lastenkirjat;lainaus+uusinnat;Siiri ja villi taapero ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1191
lastenkirjat;lainaus+uusinnat;Kapteeni Kalsari ja radioaktiivisten robobokserien karmaiseva kosto ;Pilkey, Dav, kirjoittaja ;9789510000000;2016;1;1189
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 5 : Karu totuus : Greg Heffleyn julkaisu ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1175
lastenkirjat;lainaus+uusinnat;Uimahallin arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;1;1166
lastenkirjat;lainaus+uusinnat;Kesä Koiramäessä ;Kunnas, Mauri, taiteilija, kirjoittaja ;9789510000000;2016;1;1164
lastenkirjat;lainaus+uusinnat;Syntymäpäivän arvoitus ;Widmark, Martin, kirjoittaja ;9789510000000;2016;1;1161
lastenkirjat;lainaus+uusinnat;Maisa menee elokuviin ;Cousins, Lucy ;9789510000000;2016;1;1155
lastenkirjat;lainaus+uusinnat;Neropatin päiväkirja. 8 : Kohtalo kolhii ;Kinney, Jeff, kirjoittaja ;9789510000000;2016;1;1144
lastenkirjat;lainaus+uusinnat;Siiri ja lumimies ;Nopola, Tiina, kirjoittaja ;9789510000000;2016;1;1130
